ID;Standort-Nr;Baumhoehe_akt_m;Stammanzahl_akt_anz;Stammdurchmesser_akt_cm;Stammumfang_akt_cm;Kronendurchmesser_akt_cm;Pflanzjahr;Standalter_geschaetzt_jahr;ref_Baumart;ref_Baumart_botanisch;gis_komplex_UTM;ref_Objekt_Name;ref_Objekt_stat_Bezirk;ref_Objekt_Number;ref_Objekt_Name_Number
00008100:000dc59f;65;25;1;90;282,74;9;1937;86;Zerr-Eiche;Quercus cerris ;POINT (404801.1571 5754786.264);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dcf1c;11;17,46;1;63,03;198;10,22;1977;46;Feld-Ahorn;Acer campestre*;POINT (404693.8905 5755121.7362);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcf37;2;15;1;32;100,53;8;1997;26;Hainbuche;Carpinus betulus*;POINT(404733.9389299140311777591705322265625 5755001.21806958504021167755126953125);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dcf32;24;6,4;;;;3,85;;;Unbekannt;Unbekannt;POINT (404742.0819 5755051.6298);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcf21;14;12;1;38,2;120;8;1977;46;Hainbuche;Carpinus betulus*;POINT (404668.702 5755122.6649);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcf24;26;6,31;;;;3,3;;;Unbekannt;Unbekannt;POINT (404689.9589 5755097.5555);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcf2a;28;5,43;;;;3,05;;;Unbekannt;Unbekannt;POINT (404739.9501 5755058.7157);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dd018;98;20,71;;;;7,56;;;Unbekannt;Unbekannt;POINT (404810.2352 5756038.3388);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd016;95;9,75;;;;5,41;;;Unbekannt;Unbekannt;POINT (404799.3485 5756038.3612);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd021;100;12,41;;;;5,62;;;Unbekannt;Unbekannt;POINT (404810.4843 5756066.37);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd023;102;12,73;;;;3,66;;;Unbekannt;Unbekannt;POINT (404810.2968 5756074.0604);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd026;104;11,13;;;;5,34;;;Unbekannt;Unbekannt;POINT (404813.7811 5756079.83);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd038;109;14,96;;;;2,34;;;Unbekannt;Unbekannt;POINT (404878.7958 5756091.6854);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd052;120;15,83;;;;4,07;;;Unbekannt;Unbekannt;POINT (404825.7763 5756027.8358);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce1c;4;11,85;;;;3,27;;;Unbekannt;Unbekannt;POINT (404714.3505 5755508.6063);VG GR�NER GRUND;32;53237;20 53237 VG GR�NER GRUND
00008100:000dce1e;22;12,91;1;65;204,2;7,61;1972;51;Robinie;Robinia pseudoacacia*;POINT (404722.0243 5755517.5077);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dce1f;27;17,18;1;45;141,37;7,53;1992;31;Spitz-Ahorn;Acer platanoides*;POINT(404703.9716557954088784754276275634765625 5755117.176716160960495471954345703125);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dce23;81;5;1;58;183;6;1952;71;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404805.163 5755649.212);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dc69a;13;14;1;38;119,38;7;1982;41;Winter-Linde;Tilia cordata*;POINT (404358.2968 5754801.107);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc69b;12;14;1;38;119,38;7;1982;41;Winter-Linde;Tilia cordata*;POINT (404356.4784 5754793.819);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc69f;11;16;1;50;157,08;8;1972;51;Winter-Linde;Tilia cordata*;POINT (404354.6835 5754787.131);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc6a1;7;22,6;1;120;376,99;6,34;1872;151;Stiel-Eiche;Quercus robur*;POINT(404786.04809206188656389713287353515625 5754921.621414090506732463836669921875);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc6a4;11;7,07;;;;3,01;;;Unbekannt;Unbekannt;POINT (404420.7645 5754750.6688);VG OBERSCHLESIER STRASSE;32;53224;20 53224 VG OBERSCHLESIER STRASSE
00008100:000dc6a6;41;18,95;2;30;94,25;6;1987;36;Berg-Ahorn;Acer pseudoplatanus*;POINT(404752.21483669453300535678863525390625 5754955.260973266325891017913818359375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6af;4;15;1;45;141,37;7;1982;41;Winter-Linde;Tilia cordata*;POINT (404345.8895 5754758.192);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc6b2;6;20;1;40;125,66;15;1982;41;Hainbuche;Carpinus betulus*;POINT(404784.615434740786440670490264892578125 5754934.469688874669373035430908203125);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc6ba;49;12;1;31,83;100;8;1992;31;Sommer-Linde;Tilia platyphyllos ;POINT (404789.4843 5754955.2958);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6bc;51;25,5;1;60,48;190;12,18;1967;56;Gemeine Buche;Fagus sylvatica*;POINT(404805.00997497909702360630035400390625 5754954.58380357362329959869384765625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6d5;34;17;1;40;125,66;7;1982;41;Winter-Linde;Tilia cordata*;POINT (404657.2225 5754990.056);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc6db;39;7;1;20;62,83;6;1992;31;Feld-Ahorn;Acer campestre*;POINT (404687.1542 5754978.243);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc6e3;53;25;;124,14;390;14;1922;101;Stiel-Eiche;Quercus robur*;POINT(404754.69023966486565768718719482421875 5754974.240129710175096988677978515625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6e6;16;6,13;;;;2,78;;;Unbekannt;Unbekannt;POINT (404231.9462 5754981.9423);VG R�PINGSTRASSE;32;53225;20 53225 VG R�PINGSTRASSE
00008100:000dce2c;3;24,72;;;;15,66;;;Unbekannt;Unbekannt;POINT (404640.7264 5755383.3778);�G GR�NER HANG (NATURDENKMAL EICHE);32;13203;20 13203 �G GR�NER HANG (NATURDENKMAL EICHE)
00008100:000dce39;26;13,1;1;65;204,2;10;1972;51;Robinie;Robinia pseudoacacia*;POINT (404753.7587 5755530.121);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dce3d;35;17,65;1;50;157,08;7;1977;46;Sommer-Linde;Tilia platyphyllos ;POINT (404675.5263 5755096.1307);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dce3e;141;9,64;;;;4,5;;;Unbekannt;Unbekannt;POINT (404782.6288 5755874.9716);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce41;128;14,88;;;;8,15;;;Unbekannt;Unbekannt;POINT (404786.5585 5755785.2606);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce40;23;12;1;50;157,08;8;1987;36;Feld-Ahorn;Acer campestre*;POINT(404619.290900000371038913726806640625 5755142.01549999974668025970458984375);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dce4c;10;14,39;;;;5,72;;;Unbekannt;Unbekannt;POINT (404717.6044 5755137.2919);KITA AM INSELBOGEN 24;32;73201;20 73201 KITA AM INSELBOGEN 24
00008100:000dce49;34;18;1;50,93;160;10;1987;36;Hainbuche;Carpinus betulus*;POINT (404857.8925 5755010.1776);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dce52;1;14,85;1;47,43;149;7,24;1982;41;Rot-Ahorn;Acer rubrum*;POINT (404805.6884 5755292.619);VG GR�NER WINKEL;32;53209;20 53209 VG GR�NER WINKEL
00008100:000dce59;134;7,07;;;;2,74;;;Unbekannt;Unbekannt;POINT (404767.7089 5755896.5809);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce5c;29;15,34;;;;2,92;;;Unbekannt;Unbekannt;POINT (404554.4384 5755286.8339);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dcea0;23;12,93;;35,01;110;3,98;1982;41;Berg-Ahorn;Acer pseudoplatanus*;POINT (404512.1571 5755302.3973);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dce5f;32;10;1;25;78,54;8;1997;26;Unbekannt;Unbekannt;POINT (404674.2938 5755331.6337);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dce65;139;13,89;;;;4,59;;;Unbekannt;Unbekannt;POINT (404792.9423 5755870.577);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce68;25;11,65;;35,01;110;4,48;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404814.3134 5755224.4501);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dce6a;215;24,25;;;;6,84;;;Unbekannt;Unbekannt;POINT (404802.8944 5755870.1688);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce71;103;5;1;59;186;7;1952;71;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404711.3485 5755652.529);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce77;216;35,64;;;;28,52;;;Unbekannt;Unbekannt;POINT (404803.9755 5755897.2958);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce7c;8;4,51;2;44,56;140;3,19;1992;31;Feld-Ahorn;Acer campestre*;POINT(404737.783513726550154387950897216796875 5755195.087518944405019283294677734375);VG FUSSWEG AN DER KITA INSELBOGEN;32;53240;20 53240 VG FUSSWEG AN DER KITA INSELBOGEN
00008100:000dce7f;9;15,14;;;;5,02;;;Hainbuche;Carpinus betulus*;POINT (404736.8768 5755178.5487);VG FUSSWEG AN DER KITA INSELBOGEN;32;53240;20 53240 VG FUSSWEG AN DER KITA INSELBOGEN
00008100:000dce80;4;12,97;1;35;109,96;6;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT (404614.9052 5755171.2968);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dd058;148;17;1;34;107;7;1962;61;Spitz-Ahorn;Acer platanoides*;POINT (404846.4284 5756023.054);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd05e;150;7;1;29;90;6;1982;41;Hainbuche;Carpinus betulus*;POINT (404883.5659 5756032.894);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd062;158;16;1;51;159;9;1922;101;Spitz-Ahorn;Acer platanoides*;POINT (404828.0807 5756075.372);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd064;116;19;1;38;118;7;1972;51;Hainbuche;Carpinus betulus*;POINT (404913.703 5756011.918);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd06a;149;27,58;;;;7,86;;;Unbekannt;Unbekannt;POINT (404864.3964 5756016.0409);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd06b;177;23;1;58;183;8;1912;111;Gemeine Buche;Fagus sylvatica*;POINT (404853.8547 5756066.121);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd073;152;7,52;;;;2,46;;;Unbekannt;Unbekannt;POINT (404868.7538 5756080.8251);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd07b;126;15;1;44;139;12;1962;61;Gemeiner Wacholder;Juniperus communis ;POINT (404930.0516 5756033.404);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd07f;157;25,03;;;;6,19;;;Unbekannt;Unbekannt;POINT (404921.0839 5756038.7391);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd088;160;24,22;;;;8,34;;;Unbekannt;Unbekannt;POINT (404937.4432 5756049.8798);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd08d;165;28,79;;;;3,93;;;Unbekannt;Unbekannt;POINT (404931.3505 5756062.6259);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce8a;113;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404817.3202 5755637.445);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce8c;114;5;1;66;208;8;1942;81;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404819.4266 5755635.834);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce93;1;7,02;;;;3,01;;;Unbekannt;Unbekannt;POINT (404616.4022 5755319.6571);VG GR�NER HANG (BAUM-Objekt);32;53248;20 53248 VG GR�NER HANG (BAUM-Objekt)
00008100:000dcda8;3;18;1;47,75;150;12;1982;41;Hainbuche;Carpinus betulus*;POINT (404848.83 5755005.744);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcdaf;37;19;1;105;331;13;1922;101;Urweltmammutbaum;Metasequoia glyptostroboides;POINT (404745.8563 5755827.093);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcea6;9;18,63;;89,13;280;12,3;1932;91;Rot-Eiche;Quercus rubra ;POINT (404560.4276 5755279.0477);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dcdcb;75;17;1;125;392,7;17;1872;151;Stiel-Eiche;Quercus robur*;POINT (404453.8046 5755221.494);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcdc9;218;22,18;;;;7,19;;;Unbekannt;Unbekannt;POINT (404807.4745 5755876.2577);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcdd7;7;18,42;1;45;141,37;12;1977;46;Winter-Linde;Tilia cordata*;POINT (404589.9198 5755167.1776);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcdd9;11;14,05;;44,56;140;5,9;1972;51;Spitz-Ahorn;Acer platanoides*;POINT (404847.0399 5755223.4276);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dcde4;6;12;1;18,14;57;6;2004;19;Sal-Weide;Salix caprea ;POINT (404586.2069 5755178.3143);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcdea;2;13,64;1;53,48;168;14;1972;51;Hainbuche;Carpinus betulus*;POINT (404703.5477 5755399.5311);SP GR�NER GRUND;32;23205;20 23205 SP GR�NER GRUND
00008100:000dc763;33;28,43;1;80,53;253;12,89;1902;121;Gemeine Buche;Fagus sylvatica*;POINT(404802.3461591763771139085292816162109375 5754974.983806955628097057342529296875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc831;61;22;1;80;250;12;1822;201;Stiel-Eiche;Quercus robur*;POINT (404833.8964 5754860.083);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc784;37;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404406.0839 5754988.416);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc7a6;38;9;1;12;37,7;4;2016;7;Berg-Ahorn;Acer pseudoplatanus*;POINT(404771.2909229274955578148365020751953125 5754978.264066298492252826690673828125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcdee;8;17,25;1;65;204,2;10,32;1982;41;Hainbuche;Carpinus betulus*;POINT (404704.5067 5755371.621);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcdf3;50;18,58;;;;2,08;;;Unbekannt;Unbekannt;POINT (404802.1278 5755825.8729);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcdf6;11;14,9;1;50;157,08;10;1982;41;Berg-Ahorn;Acer pseudoplatanus*;POINT (404698.8124 5755060.6014);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dce08;51;7,4;;;;2,95;;;Unbekannt;Unbekannt;POINT (404804.7811 5755842.6161);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce14;102;6;1;59;184;7;1952;71;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT (404698.828 5755657.963);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dce16;53;12,43;;;;4,87;;;Unbekannt;Unbekannt;POINT (404790.3095 5755855.6464);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dce9a;20;12,24;;42,97;135;5,44;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT (404578.2899 5755284.8085);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dcc65;72;12;1;38;119,38;6;1972;51;Winter-Linde;Tilia cordata*;POINT (404458.3104 5755202.28);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc661;57;12;1;30;94,25;6;1992;31;Winter-Linde;Tilia cordata*;POINT (404663.4296 5754913.319);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc65f;64;13;1;33,42;105;9;1977;46;Winter-Linde;Tilia cordata*;POINT (404679.1805 5754895.521);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc667;52;9;1;20;62,83;4;1992;31;Winter-Linde;Tilia cordata*;POINT (404671.455 5754934.06);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc670;49;10;1;33;103,67;7;1992;31;Winter-Linde;Tilia cordata*;POINT (404668.4266 5754953.798);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc674;47;6;1;18;56,55;5;1992;31;Winter-Linde;Tilia cordata*;POINT (404660.6464 5754959.321);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc678;37;15;1;40;125,66;6;1982;41;Winter-Linde;Tilia cordata*;POINT (404660.0897 5754972.657);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc682;69;11,43;1;38;119,38;3,11;1982;41;Eschen-Ahorn;Acer negundo;POINT (404727.7694 5754948.287);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc683;68;14,39;;;;2,82;;;Unbekannt;Unbekannt;POINT (404725.1327 5754950.8866);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc7e4;5;7,53;;20;62,83;5;2002;21;Eberesche;Sorbus aucuparia ;POINT (404271.203 5754995.8524);VG R�PINGSTRASSE;32;53225;20 53225 VG R�PINGSTRASSE
00008100:000dc7ed;48;11;1;21;65;5;1997;26;Hainbuche;Carpinus betulus*;POINT (404889.8661 5754907.595);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc7f5;12;7,06;;;;3,92;;;Unbekannt;Unbekannt;POINT (404846.912 5754942.5565);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dc7f8;24;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404382.9471 5754899.614);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcc8c;229;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404684.6005 5755837.731);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcbce;61;9,13;;;;4,03;;;Unbekannt;Unbekannt;POINT (404805.6835 5755791.7421);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcbcf;60;11,01;;;;4,91;;;Unbekannt;Unbekannt;POINT (404801.4891 5755773.618);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcbd4;23;11,91;1;20;62,83;5,63;2002;21;Spitz-Ahorn;Acer platanoides*;POINT (404754.7372 5755134.0438);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcbd9;14;6;1;12;37,7;3;2012;11;Robinie;Robinia pseudoacacia*;POINT (404682.3593 5755375.8817);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcbea;2;12,86;1;95;298,45;6,09;1952;71;Gew�hnliche Platane;Platanus x hispanica ;POINT (404995.7821 5755596.8895);VG BREISACHER WEG;32;53239;20 53239 VG BREISACHER WEG
00008100:000dcbe7;13;4;1;5,73;18;1;2021;2;Robinie;Robinia pseudoacacia*;POINT (404750.8954 5755511.8827);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dc823;22;15;1;99;311,02;15;1902;121;Stiel-Eiche;Quercus robur*;POINT(404387.146891701151616871356964111328125 5754894.27655162103474140167236328125);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc96c;13;17,33;1;38,2;120;8;1982;41;Berg-Ahorn;Acer pseudoplatanus*;POINT (404844.6718 5754987.7831);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc96f;14;23,66;2;24,83;78;5,11;1992;31;Gemeine Eibe;Taxus baccata*;POINT(404841.0231996701913885772228240966796875 5754978.431627552025020122528076171875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc973;16;20,77;;;;6,47;;;Unbekannt;Unbekannt;POINT (404974.952 5754963.6942);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc984;52;8;1;16;50,27;2,5;2002;21;Hainbuche;Carpinus betulus*;POINT (404881.0282 5754895.726);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc986;36;13;1;37;116,24;11;1982;41;Hainbuche;Carpinus betulus*;POINT(404950.340672983205877244472503662109375 5754916.63994495384395122528076171875);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc988;45;10;1;25;78;7;1972;51;Feld-Ahorn;Acer campestre*;POINT (404908.868 5754900.239);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc993;74;8;1;35;109,96;11;1987;36;Spitz-Ahorn;Acer platanoides*;POINT (404903.3368 5754900.474);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc98f;41;13;1;35;109,96;10;1982;41;Hainbuche;Carpinus betulus*;POINT (404931.7831 5754914.525);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc99c;71;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404838.0448 5754877.419);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc99e;1;25;1;40;125,66;14;1982;41;Hainbuche;Carpinus betulus*;POINT(404816.761057903058826923370361328125 5754943.562521316111087799072265625);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dcd81;80;13,99;1;40;125,66;3,55;1977;46;S�ulenf�rmiger Spitzahorn 'Columnare';Acer platanoides 'Columnare';POINT (404738.1259 5755072.1532);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcd93;46;11,55;;;;2,99;;;Unbekannt;Unbekannt;POINT (404727.9403 5755531.578);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dccb3;44;14,01;11;65,89;207;3,9;1977;46;Spitz-Ahorn;Acer platanoides*;POINT (404861.5721 5755421.9003);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dccb2;47;12,69;1;26,74;84;6;2002;21;Robinie;Robinia pseudoacacia*;POINT (404755.0175 5755545.0204);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dccc2;45;10,43;;;;4,27;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404770.121 5755136.744);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcccf;50;13,1;;40;125,66;7;1987;36;Baum-Hasel;Corylus colurna ;POINT (404607.9716 5755144.6151);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dccd4;31;19,93;;;;7,45;;;Unbekannt;Unbekannt;POINT (404785.4579 5755796.5653);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc545;12;9,86;;35;109,96;3,53;1987;36;Vogel-Kirsche;Prunus avium ;POINT (404535.7626 5754713.7548);VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.;32;53247;20 53247 VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.
